Post iD,Title,Report Year,Status,Year Cancelled,Date of Last Event,Litigation,Litigation Venue,State,County,County ID,Municipality,Type,Capacity,Area,Content,Citations,State_List
2505,Echanis Wind Farm (Harney County),2025,Pending,,2011,Yes,Federal,OR,Harney County,41025,,Wind,104.0,10500.0,"In 2007, Columbia Energy Partners (“CEP”) proposed Echanis Wind Farm, a 104-MW wind farm to be developed on approximately 10,500 acres of private land. The project met immediate opposition from the Oregon Natural Desert Association (“ONDA”) due to its proximity to the federally-protected Steens Mountain. Despite opposition, Harney County granted a conditional use permit. CEP then proposed two additional 104-MW wind projects with a potential third proposal, which prompted increased public opposition. In 2009 CEP withdrew the additional proposals but obtained approval for its initial project, which required approval from the Bureau of Land Management (BLM) and submission of an Environmental Impact Statement (EIS) because the transmission lines needed to cross over 40 miles of federal lands. Opposition continued throughout the EIS process garnering about 250 public comments. In 2011, BLM approved the project. ONDA and the Audubon Society of Portland challenged the decision in federal district court, which dismissed their lawsuit. In 2016, the opponents appealed the district court’s dismissal to the Ninth Circuit, which partially reversed the dismissal of the lawsuit and remanded BLM’s approval, concluding that the EIS was inadequate. No significant progress has been made on the project since the Ninth Circuit’s decision to reverse and remand.","Oregon Nat. Desert Ass’n v. Jewell, 840 F.3d 562 (9th Cir., 2016); Leanne S. Giordono, Hilary S. Boudet, Anna Karmazina, Casey L. Taylor & Brent S. Steel, Opposition “Overblown”? Community Response to Wind Energy siting in the Western United States, 43 Energy Res. & Soc. Sci. 119 (2018), https://www.sciencedirect.com/science/article/pii/S2214629618304870.",['OR']
2506,Mountain Meadow Solar Project (Clackamas County),2025,Pending,,2019,No,,OR,Clackamas County,41005,,Solar,,10.0,"Mountain Meadow Solar, LLC applied to Clackamas County for permission to construct a 10-acre solar farm on a parcel then used for growing Christmas trees. After Clackamas County approved the project, five neighbors appealed to the Oregon Land Use Board of Appeals. In April 2019, the board dismissed certain claims and remanded others.","York et al. v. Clackamas County, LUBA No. 2018-145 (Or. Land Use Bd. of Appeals, Apr. 10, 2019), https://willamette.edu/law/resources/journals/wlo/orluba/2020/01/york-v.-clackamas-county.html.",['OR']
2507,Muddy Creek Energy Park (Lane County),2025,Pending,,2024,No,,OR,Lane County,41039,,Solar,199.0,1588.0,"The proposed 199-MW Muddy Creek Energy Park solar energy generation facility would encompass 1,588 acres. The project is in the process of a two-year study mandated by the Oregon Department of Fish and Wildlife. After this process, the application will be submitted to Oregon’s Energy Facility Siting Council. However, this project has faced intense local opposition. In particular, Friends of Gap Road has raised concerns about loss of farmland and bird impacts, has led a letter-writing campaign to local officials, built billboards in the community, and spoken against the project at town hall meetings. The group has also advocated for the State legislature to return power to local government.","Mathias Lehman-Winters, Farmers Pushback Against Industrial Solar Farm, Daily Emerald, Oct. 4, 2024, https://dailyemerald.com/151812/features/farmers-pushback-against-industrial-solar-farm/; Zoning Commission Expected to Send Wind Ordinance to Supervisors Soon, Bellevue Herald-Leader, May 4, 2025, https://www.bellevueheraldleader.com/news/zoning-commission-expected-to-send-wind-ordinance-to-supervisors-soon/article_d8173862-d1da-11ef-a803-531d606d34e6.html; NextEra Energy Resources, Clinton Wind Energy Center, https://www.nexteraenergyresources.com/clinton-wind.html (last visited May 12, 2025).",['OR']
2508,Nolin Hills Energy Project (Umatilla County),2025,Pending,,2024,Yes,State,OR,Umatilla County,41059,,Solar|Wind|Storage|Transmission,650.0,48000.0,"In September 2017, Capital Power proposed a 350-MW wind project on approximately 45,000 acres in the county’s exclusive farm use zone. In November 2020, the project was expanded to include up to 300 MW of solar and storage capacity, as well as a transmission line passing through commercial, industrial and agribusiness zones, on a total of 48,000 acres. In January 2022, the developer filed its application for a site certificate with the Energy Facility Siting Council (EFSC) instead of seeking local land use approval with the county’s Board of Commissioners. In July 2022, the county amended its Development Code to require a 2-mile setback from rural homes. In August 2023, the EFSC unanimously approved the project. The county government challenged the EFSC’s decision in the state’s Supreme Court alleging that the project does not comply with the local setback restrictions. On April 18, 2024, the court affirmed the EFSC’s decision allowing the project to proceed as long as it otherwise complies with the state’s land use goals. The court held that the EFSC has the ultimate decision-making authority over large energy facilities that comply with statewide planning goals. Development of the project is ongoing.","Mateusz Perkowski, Oregon Supreme Court rejects county objection to 48,000-acre wind project, CAPITAL PRESS, Apr. 19, 2024, https://www.capitalpress.com/state/oregon/oregon-supreme-court-rejects-county-objection-to-48-000-acre-wind-project/article_6a0070dc-fddc-11ee-8064-0be0e15e64fb.html; Umatilla County v. Dept. of Energy, et al, Case No. S070517 (Sup. Ct., April 18, 2024), https://cases.justia.com/oregon/supreme-court/2024-s070517.pdf; Nolin Hills Energy, Capital Power, https://www.capitalpower.com/operations/nolin-hills-energy/ (last visited Apr. 9, 2025).",['OR']
2509,Obsidian Solar Center (Lake County),2025,Pending,,2022,Yes,Administrative,OR,Lake County,41037,,Solar,400.0,,"Plans for the 400-MW Obsidian Solar Center in the high desert of Christmas Valley were met with opposition by local residents concerned about dust and impacts to local wildlife. The project was submitted for approval in 2018 with the hope of beginning construction in 2019. However, due to opposition, construction was delayed by several years. Farmers and ranchers opposed to the project initiated a contested case proceeding. In 2022, an administrative law judge sided with the developers, allowing construction to move forward.","Oregon Department of Energy, Obsidian Solar Center, https://www.oregon.gov/energy/facilities-safety/facilities/Pages/OSC.aspx (last visited Mar. 20, 2023); Alex Baumhardt, Largest solar energy facility in Oregon gets final approval after legal battles, Oregon Capital Chronicle, Mar. 8, 2022, https://oregoncapitalchronicle.com/2022/03/08/largest-solar-energy-facility-in-oregon-gets-final-approval-after-legal-battles/.",['OR']
2510,Origis Energy Solar Project (Jackson County),2025,Canceled,2018.0,2018,No,,OR,Jackson County,41029,,Solar,,80.0,"The group 1,000 Friends of Oregon filed an appeal challenging Jackson County’s approval of an 80-acre solar facility on prime farmland outside of Medford. The state’s Land Use Board of Appeals (LUBA) reversed the decision, siding with the opponents. In June 2018, the Oregon Court of Appeals upheld LUBA’s decision, finding that the project did not meet any exception from the state’s policy of farmland preservation.","Jamie Parfitt, Appeals Court Flips Jackson County Approval of Solar Farm, KDRV, June 4, 2018; Mateusz Perkowski, Ruling provides new rationale for blocking Oregon solar project, Capital Press, June 1, 2018, https://www.capitalpress.com/state/oregon/ruling-provides-new-rationale-for-blocking-oregon-solar-project/article_2bc1da99-3491-504a-8a9b-2d3cbb4144a7.html.",['OR']
2511,Steens Wind (Harney County),2025,Canceled,2017.0,2017,Yes,Federal,OR,Harney County,41025,,Wind,,,"In 2012, the Portland Audubon Society and Oregon Natural Desert Association filed a lawsuit in federal court to challenge the federal government’s approval of a wind farm on Steens Mountain. The lawsuit cited potential impacts to golden eagles, sage grouse, and bighorn sheep. In May 2016, the Ninth Circuit Court of Appeals found that the federal government had failed to adequately consider impacts on the sage grouse. In April 2017, the district court vacated approval of the project.","Oregon Natural Desert Association, Steens Wind, https://onda.org/our-approach/protect/steens-wind/ (last visited Mar. 6, 2023).",['OR']
2512,Summit Ridge Wind (Wasco County),2025,Pending,,2020,Yes,State,OR,Wasco County,41065,,Wind,194.0,,"Pattern Energy’s 72-turbine, 194-MW Summit River Wind project was opposed by conservation group Friends of the Columbia Gorge (FOTCG) on the belief that it would harm bald and golden eagle populations and diminish the scenic beauty of the river gorge area. FOTCG filed a lawsuit against the Oregon Energy Facility Siting Council alleging that certain rules the Council relied upon in approving the project were invalid. In 2017, the Oregon Supreme Court sided with FOTCG, invalidating the rules. However, the project later received approval and began construction in August 2020.","Friends of the Columbia Gorge v. Energy Facility Siting Council, 366 Or. 78, 456 P.3d 635 (2020); Jake Thomas, Oregon Supreme Court Ruling Could Alter Energy Projects, The Portland Tribune, Jan. 19, 2020, https://pamplinmedia.com/pt/448477-365334-oregon-supreme-court-ruling-could-alter-energy-projects; Caleb Lundquist, Summit Ridge project on hold, Columbia George News, Aug.7, 2019, https://www.columbiagorgenews.com/news/summit-ridge-supreme-court-ruling-terminates-two-windfarm-project-expansions-in-gorge/article_0a002a62-b866-11e9-9759-b39bb38c9338.html; Wind farm near Deschutes River hits opposition, technical challenges, The Dalles Chronicle, June 29, 2019, https://www.wind-watch.org/news/2019/07/03/summit-ridge-project-hits-opposition-technical-challenges; Oregon Department of Energy, Summit Ridge Wind Farm, https://www.oregon.gov/energy/facilities-safety/facilities/Pages/SRW.aspx (last visited Dec. 21, 2020).",['OR']
2513,Yamhill Creek Solar Project (Yamhill County),2025,Canceled,2018.0,2018,No,,OR,Yamhill County,41071,,Solar,,12.0,"In October 2018, the state’s Land Use Board of Appeals upheld Yamhill County’s denial of a permit for a 12-acre solar project on farmland, which the owners of a nearby vineyard had opposed.","Mateuz Perkowski, Settlement allows beehive solar project to go forward, Capital Press, Oct. 5, 2018, https://www.capitalpress.com/state/oregon/settlement-allows-beehive-solar-project-to-go-forward/article_9022f433-c210-58c0-ace4-8373fc5c2d5d.html.",['OR']
2514,Atlantic Wind Project (Carbon County),2025,Unknown,,2018,Yes,State,PA,Carbon County,42025,Penn Forest Township,Wind,,,"In 2016, Atlantic Wind submitted a proposal to construct 37 wind turbines in Penn Forest Township on lands owned by the Bethlehem Municipal Authority. The 2016 proposal was “deemed approved” when Penn Forest Township defaulted on deadline during the review process. Township residents filed a lawsuit challenging the deemed approval, but the approval was upheld in December 2017 by a Carbon County judge. In 2018, with the litigation on the first application still pending, Atlantic Wind submitted a modified application, this time seeking permission for only 28 turbines located farther from homes.","Kurt Bresswein, Wind energy proposal scaled back in Bethlehem watershed, LehighValleyLive.com, Feb. 8, 2018, https://www.lehighvalleylive.com/bethlehem/2018/02/wind_energy_proposal_scaled_ba.html.",['PA']
2515,Brookfield Solar Energy Center (Lancaster County),2025,Canceled,2022.0,2022,Yes,State,PA,Lancaster County,42071,Mount Joy Township,Solar,75.0,1000.0,"During a series of 21 public hearings between January 2020 and March 2021, residents protested a 75-MW solar energy project proposed by Brookfield Solar I LLC that would span 1,000 acres across 26 different parcels of land in Mount Joy Township. At one hearing in August 2020, protestors argued that the town supervisor should be fired because he owns a solar lease. In June 2021, Mount Joy Township supervisors rejected the developer’s request for a conditional use permit to build a 391-acre stretch of the project along a major highway. On September 2, 2022, the Court of Common Pleas of Adams County, Pennsylvania upheld the denial of the permit, finding that the developer failed to provide sufficient analysis of adverse impacts on surrounding property owners, including stormwater runoff and glare.","Christine Demas, Hundreds Turn Out To Hear Proposal for Mt. Joy Industrial Solar Project, Gettysburg Connection, Feb.15, 2020, https://gettysburgconnection.org/hundreds-turn-out-to-hear-proposal-for-mt-joy-industrial-solar-project/; Jim Hale, Solar opponents protest outside Mt. Joy meeting, Gettysburg Times, Aug. 22, 2020, https://www.gettysburgtimes.com/news/local/article_91263448-3019-531b-b093-46e181651def.html; Ad Crable, Judge deals new setback to large solar proposal near Gettysburg, Bay Journal, Sept. 21, 2022, https://www.bayjournal.com/news/energy/judge-deals-new-setback-to-large-solar-proposal-near-gettysburg/article_e43aab2a-399c-11ed-a974-2f04dcbd2769.html.",['PA']
2516,Brookview Solar 1 (Lancaster County),2025,Canceled,2023.0,2023,No,,PA,Lancaster County,42071,Mount Joy Township,Solar,,,"In November 2023, the Pennsylvania Commonwealth Court affirmed the denial of a permit for the Brookview Solar 1 project in Mount Joy Township. Project neighbors had opposed the development, collecting 950 signatures for a petition against the project.","Jim Hale, Commonwealth Court upholds ruling against Mt. Joy solar project, Gettysburg Times, Nov. 30, 2023, https://www.gettysburgtimes.com/news/local/article_578a2c6c-3e9e-5d86-8122-d3dd9a7c770c.html.",['PA']
2517,Dover Solar I Project (York County),2025,Pending,,2022,No,,PA,York County,42133,Dover Township,Solar,,600.0,Enel Green Power’s plans to construct a 600-acre solar project in Dover Township encountered local opposition. One group called Keep Dover Beautiful started a website to organize opposition against the project. The project was ultimately approved in 2022 after eight meetings.,"Matt Enright, Developer pitches a second solar farm in Dover Township, York Dispatch, Feb. 13, 2023, https://www.yorkdispatch.com/story/news/local/york-county/2023/02/13/developer-pitches-a-second-solar-farm-in-dover-township/69885909007/.",['PA']
2518,Electric City Solar Initiative (Lackawanna County),2025,Canceled,2023.0,2023,No,,PA,Lackawanna County,42069,City of Scranton,Solar,,73.0,"In February 2023, the Scranton Zoning Board denied zoning approval to ECA Solar for the construction of a solar farm on West Mountain. The Massachusetts-based company sought to re-zone 73 acres of land to install over 12,000 solar panels. Some residents had complained that the project would be visually disruptive and would lead to flooding from stormwater runoff.","Jim Lockwood, Scranton Zoning Board rejects solar farm after neighbors object to the proposal, Times Tribune, Feb. 8, 2023, https://news.yahoo.com/scranton-zoning-board-rejects-solar-045900565.html.",['PA']
2519,Greenfield Township Solar Farm (Lackawanna County),2025,Canceled,2023.0,2023,No,,PA,Lackawanna County,42069,Greenfield Township,Solar,,23.0,"New Leaf Energy’s plans to construct a solar project on 23 acres of land zoned for suburban-residential development in Greenfield Township have encountered local opposition. At a hearing in January 2023, residents expressed concerns about runoff and impacts to the environment, property values, and the town’s rural character. In February 2023, the township zoning board rejected the project.","Christine Lee, Greenfield Twp. zoning board denies solar farm, The Times-Tribune, Scranton, Pa., Feb. 28, 2023, https://www.thetimes-tribune.com/news/greenfield-twp-zoning-board-denies-solar-farm/article_0abb41b3-f2da-54fe-80b2-8a9769277dbe.html; Christine Lee, Residents oppose proposed Greenfield Twp. solar farm, The Times-Tribune, Scranton, Pa., https://sports.yahoo.com/residents-oppose-proposed-greenfield-twp-045900948.html.",['PA']
2520,Iberdrola Energy Wind Project (Carbon County),2025,Canceled,,2016,No,,PA,Carbon County,42025,,Wind,100.0,,"In June 2016, the Lehighton Water Authority formally denied Iberdrola Energy’s request to construct three wind turbines on Water Authority property in the area surrounding the Lehighton Borough’s drinking water supply. These turbines were meant to be part of a larger 100-MW wind energy project. Before the decision, some residents had raised concerns at a zoning meetingabout health, welfare, wildlife, and safety issues.","Nicole Radzievich, Wind turbine project killed in Lehighton, Morning Call, June 16, 2016, https://www.mcall.com/2016/06/16/wind-turbine-project-killed-in-lehighton/.",['PA']
2521,Laurel Hill Wind (Lycoming County),2025,Unknown,,2012,Yes,State,PA,Lycoming County,42081,,Wind,69.0,,"In January 2005, Laurel Hill Wind Energy, LLC applied for a special exception to construct a 69-MW wind energy facility on land primarily within the County’s Resource Protection (RP) Zoning district. The county Zoning Administrator granted the special exception by classifying the project as a “public service use,” prompting a nearby property owner to appeal. After multiple hearings, the Lycoming County Zoning Hearing Board (ZHB) ultimately denied the special exception, citing potential adverse impacts and inconsistencies with the RP’s purpose. Laurel Hill Energy appealed the denial to the Court of Common Pleas. In May 2007, the Court affirmed the ZHB’s denial. In November 2007, the Lycoming County Commissioners amended the zoning ordinance to permit wind energy facilities in certain districts, including the RP. In February 2008, Laurel Hill Energy applied for a zoning permit under the new ordinance, and its application was approved with conditions in May 2008. A month later, two local residents Arthur and Elke Plaxton, filed a substantive validity challenge against the ordinance amendments as invalid, arbitrary and unreasonable. In December 2009, the Commonwealth Court of Pennsylvania found no error in the ZHB’s decision and affirmed the denial of the challenge to the amendments. The project was allowed to proceed and was commissioned in October 2012.","Plaxton v. Lycoming Cnty. Zoning Hearing Bd., 986 A.2d 199 (Pa. Commw. Ct. 2009); David Thompson, Wind energy company appeals zoning hearing board decision, Sun-Gazette (Dec. 19, 2006), https://www.wind-watch.org/news/2006/12/19/wind-energy-company-appeals-zoning-hearing-board-decision/.",['PA']
2522,Lebanon Solar Project (Lebanon County),2025,Pending,,2024,Yes,State,PA,Lebanon County,42075,North Annville Township,Solar,70.0,858.0,"In April 2022, the North Annville Township Board of Supervisors denied an application for a conditional use permit for Lebanon Solar I, an 858-acre, 70-MW solar farm proposed by a subsidiary of Enel Green Power. The developer appealed the decision to the Lebanon County Court of Common Pleas, which upheld the denial in January 2024 for failing to meet two conditions related to bonding requirements and stormwater management. In February 2024, the developer appealed the ruling to the Pennsylvania Commonwealth Court. A resident opposed to the project also participated in the proceedings and filed an appeal. At public hearings, opponents expressed concerns about the proposed project’s proximity to their homes and its impact on property values, scenic views, and agriculture. Supporters argued that revenue from the leases would benefit farmers facing financial hardship, allowing them to keep their farms, and that solar arrays would be less permanent and intrusive than the warehouse distribution centers that have appeared in parts of the county.","Lebanon Solar I, LLC v. North Annville Township Board of Supervisors (Lebanon Ct. Com. Pl., January 26, 2024); Chris Coyle, Fight over proposed North Annville solar farm moves to state appeals court, LebTown, Mar. 14, 2024, https://lebtown.com/2024/03/14/fight-over-proposed-north-annville-solar-farm-moves-to-state-appeals-court; Jeremy Cox and Ad Crable, Solar Industry Electrifies Pushback In Rural Areas Of Chesapeake Bay Region, The BayNet, Oct. 7, 2024, https://thebaynet.com/solar-industry-electrifies-pushback-in-rural-areas-of-chesapeake-bay-region/; Chris Coyle, Local court decision halts N. Annville solar farm; one party vows to appeal, LebTown, Jan. 30, 2024, https://lebtown.com/2024/01/30/local-court-decision-halts-n-annville-solar-farm-one-party-vows-to-appeal/.",['PA']
2523,Newton Solar I (Lackawanna County),2025,Pending,,2024,Yes,Administrative|State,PA,Lackawanna County,42069,Newton Township,Solar,,24.0,"In September 2024, the Newton Township Supervisors voted to deny a plan by New Leaf Energy, a subsidiary of Borrego Solar Systems, to build around 12,000 solar panels on 24 acres of an old golf club. The project faced pushback during public hearings from dozens of local residents regarding harms to public health and welfare. In December 2024, Borrego filed an appeal of the supervisors’ decision.","Christine Lee, Solar Developer Appealing Newton Twp.’s Denial of Farm, YAHOO! NEWS, Dec. 29, 2024, https://www.yahoo.com/news/solar-developer-appealing-newton-twp-200100324.html; Ben Freda, Newton Township Solar Project Faces Legal, Zoning Hurdles, WVIA NEWS, (Aug. 13, 2024), https://www.wvia.org/news/local/2024-08-13/newton-township-solar-project-faces-legal-zoning-hurdles.",['PA']
2524,Ninemile Run Solar (Westmoreland County),2025,Pending,,2024,Yes,Administrative|State,PA,Westmoreland County,42129,Unity Township,Solar,,34.0,"In December 2024, the Unity Township Zoning Board voted in a 3-2 decision to deny a special exemption necessary for the 34-acre Ninemile Run Solar project to be constructed. The project faced heavy opposition from local residents who raised concerns about noise. The developers began appealing the decision in late December.","Jeff Himler, Developer Appeals Unity Zoning Decision Against Proposed Solar Farm to Westmoreland Court, TRIBLive, Feb. 11, 2025, https://triblive.com/local/westmoreland/developer-appeals-unity-zoning-decision-against-proposed-solar-farm-to-westmoreland-court/.",['PA']
2525,Sunrise Diamond Road Solar Project (Mercer County),2025,Canceled,2024.0,2024,No,,PA,Mercer County,42085,,Solar,,20.0,"On July 31, 2024, the Pine Township Zoning Hearing Board rejected an application for a solar project that would have covered 20 acres in the township’s agricultural conservation zone. Local opponents spoke out against the project at a public meeting that ran for three hours ahead of the vote, raising concerns about impacts to property values.","Michael Roknick, Solar Farm Rejected by Mercer County Zoning Board, NEW CASTLE NEWS, Aug. 3, 2024, https://www.ncnewsonline.com/news/local_news/pine-twp-zoning-board-rejects-appeal-for-solar-farm/article_f78002cc-128b-5acb-ac01-811ecdb87826.html.",['PA']
2526,Susquehanna Solar’s Lehman Township Project (Pike County),2025,Canceled,2024.0,2024,No,,PA,Pike County,42103,Lehman and Smith Townships,Solar,,46.0,"In August 2024, Lehman Township’s Zoning Hearing Board voted unanimously to deny a request from Susquehanna Solar to build a 46-acre solar farm in the municipal agricultural district. Following this decision, Susquehanna Solar canceled the project and decided against appealing the Board’s rejection.","Isabella Weiss, Lehman Township Rejects Solar Farm Land Use Request, WVIA News, Aug. 21, 2024, https://www.wvia.org/news/local/2024-08-21/lehman-township-rejects-solar-farm-land-use-request.",['PA']
2527,Susquehanna Solar’s Nanticoke Solar Project (Luzerne County),2025,Canceled,2024.0,2024,No,,PA,Luzerne County,42079,,Solar,,40.0,"On August 21, 2024, the Nanticoke city council unanimously denied an application for a 40-acre solar project that would have been sited near a housing development. The project faced local opposition due to its proximity to residential areas.","Sam Zavada, Nanticoke City Council Denies Development of Solar Energy Facility, TIMES LEADER, Aug. 21, 2024, https://www.timesleader.com/news/1664904/nanticoke-city-council-denies-development-of-solar-energy-facility.",['PA']
2528,Swiftwater Solar Project (Monroe County),2025,Pending,,2022,Yes,State,PA,Monroe County,42089,Pocono Township,Solar,80.0,,"On August 15, 2022, two environmental groups filed an appeal with the Pennsylvania Environmental Hearing Board to challenge Pocono Township’s issuance of a permit to construct an 80-MW solar farm near Swiftwater Creek. The groups alleged that deforestation on sloped land at the project site would cause runoff in Swiftwater Creek, one of Pennsylvania’s so called Exceptional Value (EV) streams and a tributary of a river that supplies drinking water to Monroe County residents.","Kathryne Rubright, PennFuture, Brodhead Watershed Association file appeal on Swiftwater Solar permit, Pocono Record, Aug.18, 2022, https://www.poconorecord.com/story/news/environment/2022/08/18/appeals-filed-on-proposed-solar-farm-permits-in-poconos-swiftwater-monroe-county/65407390007.",['PA']
2529,TotalEnergies’ Palmyra Township Solar Project (Wayne County),2025,Canceled,2024.0,2024,No,,PA,Wayne County,42127,,Solar,6.0,,"On November 4, 2024, the Palmyra Township Supervisors voted to reject an application by TotalEnergies to construct a 6-MW solar project. In denying the project, the supervisors echoed local concerns about visual impacts to the rural residential area, as well as property value impacts.","Peter Becker, Palmyra Township Supervisors Back Nearby Residents, Reject Solar Farm Application, Tri-County Independent, Nov. 18, 2024, https://www.tricountyindependent.com/story/news/local/2024/11/18/totalenergies-solar-farm-rejected-palmyra-township-wayne-county/76093163007/.",['PA']
2530,Wilson Solar Project (Erie County),2025,Pending,,2024,Yes,State,PA,Erie County,42049,Venango Township,Solar,80.0,1129.0,"Wilson Solar is seeking to develop an 80-MW solar project on approximately 1,129 acres of land in Erie County. Local residents have expressed opposition to the project based on concerns about visual and environmental impacts. A petition against the project had received over 280 signatures by December 2023. In November 2023, the Venango Township Planning Commission recommended that Venango Township supervisors reject the conditional use application for the solar farm. The supervisors delayed their planned vote on the proposal until January 2024 in response. In January 2024, the Board voted to deny the application and a rezoning request. In February 2024, Wilson Solar appealed the denial of the conditional use application to the Court of Common Pleas of Erie County and submitted a new conditional use permit to the township. As of September 2024, Venango Supervisors were considering the new application for a downsized project, which was being met by continued resistance from residents.","Matt Mathias, Decision on Venango Twp. Solar farm proposal delayed to 2024, YourErie, Dec. 5, 2023, https://www.yourerie.com/news/pennsylvania-news/erie-county/decision-on-venango-twp-solar-farm-proposal-delayed-to-2024/; Valerie Myers, Venango Township supervisors table vote on proposed solar farm until January, Erie Times-News, Dec. 4, 2023, https://www.yahoo.com/news/venango-township-supervisors-table-vote-013937381.html; Marisa Thomas, Solar Farm Proposal Meeting at Venango Township, Erie News Now, Sept. 21, 2023, https://www.erienewsnow.com/story/49696300/solar-farm-proposal-meeting-at-venango-township; Petition: Halt the Development of Wattsburg Solar Farm, Change.org, https://www.change.org/p/halt-the-development-of-wattsburg-solar-farm (last visited Dec. 6, 2023); Paul Crowe, Birch Creek Development Wilson Solar File Appeal vs Venango Township On Decision Rejecting Conditional Use, Wattsburg Solar Project, Feb. 8, 2024, https://wattsburgsolarproject.com/birch-creek-development-wilson-solar-file-appeal-vs-venango-township-on-decision-rejecting-conditional-use/; Wilson Solar LLC, v. Board of Supervisors of Venango Township, Notice of Land Use Appeal, Docket No. 10311-24, 2024 Pa. Commw. (Feb. 6, 2024); Valerie Myers, Developer offers to reduce size of proposed solar farm in Venango Township, Go Erie, Sept. 24, 2024, https://www.goerie.com/story/news/local/2024/09/24/solar-farm-development-erie-county-lawsuit-proposal-wilson-venango-township/75348951007/.",['PA']
2531,Block Island Wind Farm (Washington County),2025,Operational,,2015,Yes,Federal,RI,Washington County,44009,,Wind,30.0,,"The 5-turbine, 30-MW Block Island Wind Farm, completed in the 2016, was the first offshore wind project to be constructed in the United States. However, the project encountered opposition during the planning and construction stage. In particular, the Rhode Island Manufacturers Association filed a lawsuit in 2015, alleging that National Grid’s deal to purchase power from the wind farm violated federal law and would result in a significant increase to their electric bills. A federal district court found that the statute of limitations had run on the plaintiff’s claim and dismissed the lawsuit.","Lawsuit over nation’s 1st offshore wind farm is dismissed, AP News, July 18, 2016, https://apnews.com/article/f87ef045d1c847228146699babe513f6.",['RI']
2532,Green Development’s Town of Johnston Solar Farm (Providence County),2025,Pending,,2024,Yes,State,RI,Providence County,44007,Town of Johnston,Solar,24.0,300.0,"Between October 2021 and November 2021, Green Development submitted applications for a 300-acre, 24-MW solar farm in the Town of Johnston. The project encountered opposition from residents who argued that a large-scale solar farm should not be sited in a residential area. Local opponents formed a group called Stop Johnston Solar, and Town Council member Robert Civetti pushed for an ordinance banning solar farms in residential areas. In April 2022, the Zoning Board narrowly rejected the initial proposal, after a public hearing that was reportedly so raucous that officials called several police officers. In June 2022, the developer appealed the Zoning Board’s decision to the Providence County Superior Court. In July 2024, the court found that the Zoning Board had failed to explain its reasoning for rejecting the project and remanded the decision to the Zoning Board “to issue detailed and appropriate written decisions.” Meanwhile, the developer submitted a revised proposal for a 160-acre, 24-MW solar, which the Zoning Board unanimously rejected in January 2024, after a public hearing at which no residents spoke in favor of the project. In March 2024, the developer appealed that decision to the Rhode Island Superior Court.","Johnston Windsor, et al v. Town of Johnston, CA No. PC-2022-03675 (R.I., July 18, 2024); Jim Hummel, Two-year fight over Johnston solar farm is not over yet, as developer appeals rejection, The Providence Journal, Mar. 28, 2024, https://www.providencejournal.com/story/news/politics/2024/03/28/green-development-appeals-rejection-for-johnston-solar-farm-project/73122109007/; Save Our Land: Say NO to Windsor III, Change.org, https://www.change.org/p/save-our-land-say-no-to-windsor-iii (last visited Sept. 15, 2024); Jim Hummel, Johnston tried banning large-scale solar in neighborhoods. Why the Town Council killed it, THE PROVIDENCE JOURNAL, Feb. 2, 2023, https://www.providencejournal.com/story/news/local/2023/02/02/johnston-rhode-island-solar-development-neighborhood-ban-town-council/69863143007/; Jim Hummel, Solar developer appeals zoning board’s denial of special permit in Johnston, THE PROVIDENCE JOURNAL, June 14, 2022, https://www.providencejournal.com/story/news/local/2022/06/14/green-development-appeal-johnston-zoning-board-denial-permit-solar-farm/7612102001; Jim Hummel, Johnston solar farm fight reflects RI’s dilemma: Green space or green energy?, THE PROVIDENCE JOURNAL, May 26, 2022, https://www.providencejournal.com/story/news/local/2022/05/26/ri-solar-farm-green-development-johnston-rhode-island-illustrates-renewable-energy-challenge/9909661002; Amanda Milkovits, ‘This is our town’: Residents urge Johnson to reject a massive solar project in a residential neighborhood, BOSTON GLOBE, Dec. 15, 2023, https://www.bostonglobe.com/2023/12/15/metro/residents-urge-ri-town-to-reject-a-solar-project-in-residential-neighborhood/; Tom Li, Reintroduced solar farm proposal in Johnston revives resident opposition, BROWN DAILY HERALD, Oct. 25, 2023, https://www.browndailyherald.com/article/2023/10/reintroduced-solar-farm-proposal-in-johnston-revives-resident-opposition; Rory Schuler, Winsor Avenue solar ‘farm’ redux in Johnston, WARWICK BEACON, Oct. 5, 2023, https://warwickonline.com/stories/winsor-avenue-solar-farm-redux-in-johnston,228512; Rory Schuler, Johnson solar saga drags on to Dec. 14, WARWICK BEACON, Nov. 16, 2023, https://warwickonline.com/stories/johnston-solar-saga-drags-on-to-dec-14,233591; Jim Hummel, Johnston Zoning Board rejects huge solar development. Here's why, PROVIDENCE JOURNAL, Jan. 25, 2024, https://www.providencejournal.com/story/news/local/2024/01/25/johnston-rejects-green-developments-plans-for-solar-farm/72359976007/.",['RI']
